"Name";"Diameter";"TypeExit";"OnTerritoryOfMoscow";"AdmArea";"District";"Latitude_WGS84";"Longitude_WGS84";"NameMetroExit";"ObjectStatus";"global_id";"geoData";"geodata_center";
"Малаховка (проход 5)";"nested data";"Вход-выход";"нет";"";"";"55.646026";"38.005683";"";"действует";"2609509759";"{coordinates=[38.005683, 55.646026], type=Point}";"";
"Удельная (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.634363";"38.044481";"";"действует";"2609509955";"{coordinates=[38.044481, 55.634363], type=Point}";"";
"Удельная (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.634733";"38.044826";"";"действует";"2609509971";"{coordinates=[38.044826, 55.634733], type=Point}";"";
"Быково (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.626321";"38.073095";"";"действует";"2609509974";"{coordinates=[38.073095, 55.626321], type=Point}";"";
"Быково (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.626234";"38.073383";"";"действует";"2609509976";"{coordinates=[38.073383, 55.626234], type=Point}";"";
"Быково (проход 5)";"nested data";"Вход-выход";"нет";"";"";"55.626352";"38.070836";"";"действует";"2609509978";"{coordinates=[38.070836, 55.626352], type=Point}";"";
"Ильинская (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.615684";"38.102679";"";"действует";"2609509981";"{coordinates=[38.102679, 55.615684], type=Point}";"";
"Ильинская (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.615182";"38.102867";"";"действует";"2609509983";"{coordinates=[38.102867, 55.615182], type=Point}";"";
"Ильинская (проход 3)";"nested data";"Вход-выход";"нет";"";"";"55.615459";"38.102143";"";"действует";"2609509986";"{coordinates=[38.102143, 55.615459], type=Point}";"";
"Отдых (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.601326";"38.135572";"";"действует";"2609509987";"{coordinates=[38.135572, 55.601326], type=Point}";"";
"Отдых (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.602095";"38.136274";"";"действует";"2609514727";"{coordinates=[38.136274, 55.602095], type=Point}";"";
"Отдых (проход 3)";"nested data";"Вход-выход";"нет";"";"";"55.601941";"38.136635";"";"действует";"2609517569";"{coordinates=[38.136635, 55.601941], type=Point}";"";
"Кратово (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.591325";"38.162338";"";"действует";"2609526989";"{coordinates=[38.162338, 55.591325], type=Point}";"";
"Кратово (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.590973";"38.161887";"";"действует";"2609531901";"{coordinates=[38.161887, 55.590973], type=Point}";"";
"Кратово (проход 3)";"nested data";"Вход-выход";"нет";"";"";"55.592781";"38.157600";"";"действует";"2609536359";"{coordinates=[38.1576, 55.592781], type=Point}";"";
"Кратово (проход 4)";"nested data";"Вход-выход";"нет";"";"";"55.593046";"38.157954";"";"действует";"2609539774";"{coordinates=[38.157954, 55.593046], type=Point}";"";
"Есенинская (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.581759";"38.185527";"";"действует";"2609540350";"{coordinates=[38.185527, 55.581759], type=Point}";"";
"Есенинская (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.581461";"38.185136";"";"действует";"2609540856";"{coordinates=[38.185136, 55.581461], type=Point}";"";
"Есенинская (проход 3)";"nested data";"Вход-выход";"нет";"";"";"55.583166";"38.181249";"";"действует";"2609542966";"{coordinates=[38.181249, 55.583166], type=Point}";"";
"Есенинская (проход 4)";"nested data";"Вход-выход";"нет";"";"";"55.583433";"38.181586";"";"действует";"2609544742";"{coordinates=[38.181586, 55.583433], type=Point}";"";
"Фабричная (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.572612";"38.206788";"";"действует";"2609547795";"{coordinates=[38.206788, 55.572612], type=Point}";"";
"Фабричная (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.573275";"38.206304";"";"действует";"2609548329";"{coordinates=[38.206304, 55.573275], type=Point}";"";
"Фабричная (проход 3)";"nested data";"Вход-выход";"нет";"";"";"55.572935";"38.207128";"";"действует";"2609548769";"{coordinates=[38.207128, 55.572935], type=Point}";"";
"Фабричная (проход 4)";"nested data";"Вход-выход";"нет";"";"";"55.571925";"38.209578";"";"действует";"2609549649";"{coordinates=[38.209578, 55.571925], type=Point}";"";
"Раменское (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.565552";"38.226268";"";"действует";"2609550727";"{coordinates=[38.226268, 55.565552], type=Point}";"";
"Раменское (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.565759";"38.225804";"";"действует";"2609551874";"{coordinates=[38.225804, 55.565759], type=Point}";"";
"Раменское (проход 3)";"nested data";"Вход-выход";"нет";"";"";"55.565864";"38.225510";"";"действует";"2609553457";"{coordinates=[38.22551, 55.565864], type=Point}";"";
"Раменское (проход 4)";"nested data";"Вход-выход";"нет";"";"";"55.565177";"38.224584";"";"действует";"2609554827";"{coordinates=[38.224584, 55.565177], type=Point}";"";
"Раменское (проход 5)";"nested data";"Вход-выход";"нет";"";"";"55.564988";"38.225124";"";"действует";"2609555434";"{coordinates=[38.225124, 55.564988], type=Point}";"";
"Раменское (проход 6)";"nested data";"Вход-выход";"нет";"";"";"55.564333";"38.227206";"";"действует";"2609556028";"{coordinates=[38.227206, 55.564333], type=Point}";"";
"Ипподром (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.559710";"38.240614";"";"действует";"2609556636";"{coordinates=[38.240614, 55.55971], type=Point}";"";
"Щукинская (проход 2)";"nested data";"Вход-выход";"да";"Северо-Западный административный округ";"район Покровское-Стрешнево";"55.811347";"37.459365";"";"действует";"2609705751";"{coordinates=[37.459365, 55.811347], type=Point}";"";
"Бутово (проход 5)";"nested data";"Вход-выход";"да";"Юго-Западный административный округ";"район Южное Бутово";"55.540177";"37.570149";"";"действует";"2609706928";"{coordinates=[37.570149, 55.540177], type=Point}";"";
"Бутово (проход 6)";"nested data";"Вход-выход";"да";"Юго-Западный административный округ";"район Южное Бутово";"55.542483";"37.570636";"";"действует";"2609707006";"{coordinates=[37.570636, 55.542483], type=Point}";"";
"Окружная (проход 7)";"nested data";"Вход-выход";"да";"Северо-Восточный административный округ";"район Отрадное";"55.849782";"37.574251";"";"действует";"2611886923";"{coordinates=[37.574251, 55.849782], type=Point}";"";
"Окружная (проход 8)";"nested data";"Вход-выход";"да";"Северо-Восточный административный округ";"район Отрадное";"55.849828";"37.573957";"";"действует";"2611886925";"{coordinates=[37.573957, 55.849828], type=Point}";"";
"Сетунь (проход 3)";"nested data";"Вход-выход";"да";"Западный административный округ";"Можайский район";"55.724157";"37.399078";"";"действует";"2611910597";"{coordinates=[37.399078, 55.724157], type=Point}";"";
"Сетунь (проход 4)";"nested data";"Вход-выход";"да";"Западный административный округ";"Можайский район";"55.723894";"37.398320";"";"действует";"2611910638";"{coordinates=[37.39832, 55.723894], type=Point}";"";
"Сетунь (проход 5)";"nested data";"Вход-выход";"да";"Западный административный округ";"Можайский район";"55.724248";"37.397942";"";"действует";"2611910679";"{coordinates=[37.397942, 55.724248], type=Point}";"";
"Сетунь (проход 6)";"nested data";"Вход-выход";"да";"Западный административный округ";"Можайский район";"55.724499";"37.398701";"";"действует";"2611910726";"{coordinates=[37.398701, 55.724499], type=Point}";"";
"Плющево (проход 4)";"nested data";"Вход-выход";"да";"Юго-Восточный административный округ";"Рязанский район";"55.730863";"37.773794";"";"действует";"2612977896";"{coordinates=[37.773794, 55.730863], type=Point}";"";
"Площадь трёх вокзалов (проход 2)";"nested data";"Вход-выход";"да";"Центральный административный округ";"Красносельский район";"55.774953";"37.652310";"";"действует";"2616735207";"{coordinates=[37.65231, 55.774953], type=Point}";"";
"Апрелевка (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.550905";"37.067172";"";"действует";"2616744333";"{coordinates=[37.067172, 55.550905], type=Point}";"";
"Апрелевка (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.550055";"37.067772";"";"действует";"2616744461";"{coordinates=[37.067772, 55.550055], type=Point}";"";
"Апрелевка (проход 3)";"nested data";"Вход-выход";"нет";"";"";"55.550381";"37.068569";"";"действует";"2616744569";"{coordinates=[37.068569, 55.550381], type=Point}";"";
"Победа (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.566199";"37.092154";"";"действует";"2616744673";"{coordinates=[37.092154, 55.566199], type=Point}";"";
"Победа (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.565943";"37.093307";"";"действует";"2616744812";"{coordinates=[37.093307, 55.565943], type=Point}";"";
"Крёкшино (проход 1)";"nested data";"Вход-выход";"да";"Новомосковский административный округ";"район Внуково";"55.578658";"37.111131";"";"действует";"2616745035";"{coordinates=[37.111131, 55.578658], type=Point}";"";
"Санино (проход 1)";"nested data";"Вход-выход";"да";"Новомосковский административный округ";"район Внуково";"55.583504";"37.133975";"";"действует";"2616745430";"{coordinates=[37.133975, 55.583504], type=Point}";"";
"Крёкшино (проход 2)";"nested data";"Вход-выход";"да";"Новомосковский административный округ";"район Внуково";"55.578242";"37.111681";"";"действует";"2616745564";"{coordinates=[37.111681, 55.578242], type=Point}";"";
"Санино (проход 2)";"nested data";"Вход-выход";"да";"Новомосковский административный округ";"район Внуково";"55.582964";"37.134171";"";"действует";"2616745694";"{coordinates=[37.134171, 55.582964], type=Point}";"";
"Кокошкино (проход 1)";"nested data";"Вход-выход";"да";"Новомосковский административный округ";"район Внуково";"55.598742";"37.169922";"";"действует";"2616745940";"{coordinates=[37.169922, 55.598742], type=Point}";"";
"Кокошкино (проход 2)";"nested data";"Вход-выход";"да";"Новомосковский административный округ";"район Внуково";"55.598960";"37.169553";"";"действует";"2616746091";"{coordinates=[37.169553, 55.59896], type=Point}";"";
"Толстопальцево (проход 1)";"nested data";"Вход-выход";"да";"Новомосковский административный округ";"район Внуково";"55.607486";"37.185160";"";"действует";"2616746284";"{coordinates=[37.18516, 55.607486], type=Point}";"";
"Толстопальцево (проход 2)";"nested data";"Вход-выход";"да";"Новомосковский административный округ";"район Внуково";"55.607054";"37.185774";"";"действует";"2616746381";"{coordinates=[37.185774, 55.607054], type=Point}";"";
"Лесной городок (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.631711";"37.217622";"";"действует";"2616746611";"{coordinates=[37.217622, 55.631711], type=Point}";"";
"Лесной городок (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.631749";"37.218662";"";"действует";"2616746735";"{coordinates=[37.218662, 55.631749], type=Point}";"";
"Внуково (проход 1)";"nested data";"Вход-выход";"да";"Новомосковский административный округ";"район Внуково";"55.649290";"37.271587";"";"действует";"2616746815";"{coordinates=[37.271587, 55.64929], type=Point}";"";
"Внуково (проход 2)";"nested data";"Вход-выход";"да";"Новомосковский административный округ";"район Внуково";"55.648562";"37.270142";"";"действует";"2616746931";"{coordinates=[37.270142, 55.648562], type=Point}";"";
"Мичуринец (проход 1)";"nested data";"Вход-выход";"да";"Новомосковский административный округ";"район Внуково";"55.646454";"37.316633";"";"действует";"2616747086";"{coordinates=[37.316633, 55.646454], type=Point}";"";
"Мичуринец (проход 2)";"nested data";"Вход-выход";"да";"Новомосковский административный округ";"район Внуково";"55.645754";"37.315951";"";"действует";"2616747120";"{coordinates=[37.315951, 55.645754], type=Point}";"";
"Переделкино (проход 1)";"nested data";"Вход-выход";"да";"Западный административный округ";"район Ново-Переделкино";"55.655890";"37.354599";"";"действует";"2616902276";"{coordinates=[37.354599, 55.65589], type=Point}";"";
"Переделкино (проход 2)";"nested data";"Вход-выход";"да";"Западный административный округ";"район Ново-Переделкино";"55.656435";"37.353774";"";"действует";"2616902693";"{coordinates=[37.353774, 55.656435], type=Point}";"";
"Новопеределкино (проход 1)";"nested data";"Вход-выход";"да";"Западный административный округ";"район Солнцево";"55.638996";"37.381378";"";"действует";"2616903315";"{coordinates=[37.381378, 55.638996], type=Point}";"";
"Солнечная (проход 1) (А)";"nested data";"Вход-выход";"да";"Западный административный округ";"район Солнцево";"55.656377";"37.383787";"";"действует";"2616904115";"{coordinates=[37.383787, 55.656377], type=Point}";"";
"Солнечная (проход 1) (Б)";"nested data";"Вход-выход";"да";"Западный административный округ";"район Солнцево";"55.656460";"37.384307";"";"действует";"2616904526";"{coordinates=[37.384307, 55.65646], type=Point}";"";
"Солнечная (проход 2)";"nested data";"Вход-выход";"да";"Западный административный округ";"район Солнцево";"55.657476";"37.382648";"";"действует";"2616904856";"{coordinates=[37.382648, 55.657476], type=Point}";"";
"Мещерская (проход 1)";"nested data";"Вход-выход";"да";"Западный административный округ";"район Солнцево";"55.667150";"37.425124";"";"действует";"2616905364";"{coordinates=[37.425124, 55.66715], type=Point}";"";
"Мещерская (проход 2)";"nested data";"Вход-выход";"да";"Западный административный округ";"район Солнцево";"55.666763";"37.425319";"";"действует";"2616905787";"{coordinates=[37.425319, 55.666763], type=Point}";"";
"Очаково (проход 1)";"nested data";"Вход-выход";"да";"Западный административный округ";"район Очаково-Матвеевское";"55.682830";"37.451359";"";"действует";"2616906218";"{coordinates=[37.451359, 55.68283], type=Point}";"";
"Очаково (проход 2)";"nested data";"Вход-выход";"да";"Западный административный округ";"район Очаково-Матвеевское";"55.683566";"37.450011";"";"действует";"2616906712";"{coordinates=[37.450011, 55.683566], type=Point}";"";
"Аминьевская (проход 1)";"nested data";"Вход-выход";"да";"Западный административный округ";"район Очаково-Матвеевское";"55.696860";"37.467190";"";"действует";"2616907315";"{coordinates=[37.46719, 55.69686], type=Point}";"";
"Матвеевская (проход 1)";"nested data";"Вход-выход";"да";"Западный административный округ";"район Очаково-Матвеевское";"55.704944";"37.481631";"";"действует";"2616907591";"{coordinates=[37.481631, 55.704944], type=Point}";"";
"Минская (проход 3)";"nested data";"Вход-выход";"да";"Западный административный округ";"район Дорогомилово";"55.723288";"37.498493";"";"действует";"2616908030";"{coordinates=[37.498493, 55.723288], type=Point}";"";
"Поклонная (проход 1)";"nested data";"Вход-выход";"да";"Западный административный округ";"район Дорогомилово";"55.732352";"37.520823";"";"действует";"2616908414";"{coordinates=[37.520823, 55.732352], type=Point}";"";
"Поклонная (проход 2)";"nested data";"Вход-выход";"да";"Западный административный округ";"район Раменки";"55.731577";"37.522016";"";"действует";"2616908609";"{coordinates=[37.522016, 55.731577], type=Point}";"";
"Кутузовская (проход 6)";"nested data";"Вход-выход";"да";"Западный административный округ";"район Дорогомилово";"55.740946";"37.533579";"";"действует";"2616909077";"{coordinates=[37.533579, 55.740946], type=Point}";"";
"Москва-Сити (проход 4)";"nested data";"Вход-выход";"да";"Центральный административный округ";"Пресненский район";"55.748002";"37.532927";"";"действует";"2616909745";"{coordinates=[37.532927, 55.748002], type=Point}";"";
"Савёловская (проход 3)";"nested data";"Вход-выход";"да";"Северо-Восточный административный округ";"район Марьина Роща";"55.794038";"37.590014";"";"действует";"2616930414";"{coordinates=[37.590014, 55.794038], type=Point}";"";
"Савёловская (проход 4)";"nested data";"Вход-выход";"да";"Северо-Восточный административный округ";"район Марьина Роща";"55.794388";"37.590345";"";"действует";"2616930772";"{coordinates=[37.590345, 55.794388], type=Point}";"";
"Курская (проход 4)";"nested data";"Вход-выход";"да";"Центральный административный округ";"Басманный район";"55.758691";"37.660946";"";"действует";"2616990026";"{coordinates=[37.660946, 55.758691], type=Point}";"";
"Серп и Молот (проход 1)";"nested data";"Вход-выход";"да";"Центральный административный округ";"Таганский район";"55.747890";"37.682512";"";"действует";"2616990681";"{coordinates=[37.682512, 55.74789], type=Point}";"";
"Нижегородская (проход 1)";"nested data";"Вход-выход";"да";"Юго-Восточный административный округ";"Нижегородский район";"55.732872";"37.730867";"";"действует";"2616991645";"{coordinates=[37.730867, 55.732872], type=Point}";"";
"Чухлинка (проход 1)";"nested data";"Вход-выход";"да";"Юго-Восточный административный округ";"Рязанский район";"55.733152";"37.763840";"";"действует";"2616992177";"{coordinates=[37.76384, 55.733152], type=Point}";"";
"Чухлинка (проход 2)";"nested data";"Вход-выход";"да";"Юго-Восточный административный округ";"Нижегородский район";"55.733853";"37.763555";"";"действует";"2616992403";"{coordinates=[37.763555, 55.733853], type=Point}";"";
"Кусково (проход 1)";"nested data";"Вход-выход";"да";"Восточный административный округ";"район Вешняки";"55.739431";"37.795099";"";"действует";"2616992778";"{coordinates=[37.795099, 55.739431], type=Point}";"";
"Кусково (проход 2)";"nested data";"Вход-выход";"да";"Восточный административный округ";"район Новогиреево";"55.740183";"37.794191";"";"действует";"2616993011";"{coordinates=[37.794191, 55.740183], type=Point}";"";
"Новогиреево (проход 1)";"nested data";"Вход-выход";"да";"Восточный административный округ";"район Вешняки";"55.744296";"37.820015";"";"действует";"2616993353";"{coordinates=[37.820015, 55.744296], type=Point}";"";
"Новогиреево (проход 2)";"nested data";"Вход-выход";"да";"Восточный административный округ";"район Новогиреево";"55.744719";"37.818219";"";"действует";"2616993386";"{coordinates=[37.818219, 55.744719], type=Point}";"";
"Новогиреево (проход 3)";"nested data";"Вход-выход";"да";"Восточный административный округ";"район Новогиреево";"55.744948";"37.819420";"";"действует";"2616993402";"{coordinates=[37.81942, 55.744948], type=Point}";"";
"Реутов (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.751357";"37.856576";"";"действует";"2616993424";"{coordinates=[37.856576, 55.751357], type=Point}";"";
"Реутов (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.751093";"37.855177";"";"действует";"2616993660";"{coordinates=[37.855177, 55.751093], type=Point}";"";
"Реутов (проход 3)";"nested data";"Вход-выход";"нет";"";"";"55.751851";"37.854962";"";"действует";"2616993764";"{coordinates=[37.854962, 55.751851], type=Point}";"";
"Реутов (проход 4)";"nested data";"Вход-выход";"нет";"";"";"55.752108";"37.856339";"";"действует";"2616993878";"{coordinates=[37.856339, 55.752108], type=Point}";"";
"Никольское (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.759439";"37.897207";"";"действует";"2616994092";"{coordinates=[37.897207, 55.759439], type=Point}";"";
"Никольское (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.759922";"37.896521";"";"действует";"2616994437";"{coordinates=[37.896521, 55.759922], type=Point}";"";
"Салтыковская (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.757519";"37.921476";"";"действует";"2616995051";"{coordinates=[37.921476, 55.757519], type=Point}";"";
"Салтыковская (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.758310";"37.921722";"";"действует";"2616995321";"{coordinates=[37.921722, 55.75831], type=Point}";"";
"Кучино (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.751764";"37.955196";"";"действует";"2616995972";"{coordinates=[37.955196, 55.751764], type=Point}";"";
"Кучино (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.752365";"37.955532";"";"действует";"2616996208";"{coordinates=[37.955532, 55.752365], type=Point}";"";
"Ольгино (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.751529";"37.977985";"";"действует";"2616996537";"{coordinates=[37.977985, 55.751529], type=Point}";"";
"Ольгино (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.752058";"37.977964";"";"действует";"2616996749";"{coordinates=[37.977964, 55.752058], type=Point}";"";
"Железнодорожная (проход 1)";"nested data";"Вход-выход";"нет";"";"";"55.751799";"38.008167";"";"действует";"2616997106";"{coordinates=[38.008167, 55.751799], type=Point}";"";
"Москва-Сити (проход 7)";"nested data";"Вход-выход";"да";"Центральный административный округ";"Пресненский район";"55.747942";"37.531552";"";"действует";"2663491879";"{coordinates=[37.531552, 55.747942], type=Point}";"";
"Митьково (проход 1)";"nested data";"Вход-выход";"да";"Восточный административный округ";"район Сокольники";"55.785244";"37.674134";"";"действует";"2693588649";"{coordinates=[37.674134, 55.785244], type=Point}";"";
"Нижегородская (проход 2)";"nested data";"Вход-выход";"да";"Юго-Восточный административный округ";"Нижегородский район";"55.73354072";"37.73106418";"";"действует";"2694537939";"{coordinates=[37.73106418, 55.73354072], type=Point}";"";
"Баковка (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.682036";"37.313444";"";"действует";"2696708244";"{coordinates=[37.313444, 55.682036], type=Point}";"";
"Белорусская (проход 1) (А)";"nested data";"Вход-выход";"да";"Центральный административный округ";"Тверской район";"55.776588";"37.580310";"";"действует";"2696708398";"{coordinates=[37.58031, 55.776588], type=Point}";"";
"Лианозово (проход 15) (Б)";"nested data";"Вход-выход";"да";"Северный административный округ";"Дмитровский район";"55.897782";"37.551343";"";"действует";"2696708544";"{coordinates=[37.551343, 55.897782], type=Point}";"";
"Лианозово (проход 16)";"nested data";"Вход-выход";"да";"Северо-Восточный административный округ";"район Лианозово";"55.898180";"37.551626";"";"действует";"2696708554";"{coordinates=[37.551626, 55.89818], type=Point}";"";
"Лианозово (проход 18)";"nested data";"Вход-выход";"да";"Северо-Восточный административный округ";"район Лианозово";"55.898825";"37.552052";"";"действует";"2696708564";"{coordinates=[37.552052, 55.898825], type=Point}";"";
"Новодачная (проход 3)";"nested data";"Вход-выход";"нет";"";"";"55.924563";"37.527591";"";"действует";"2696708585";"{coordinates=[37.527591, 55.924563], type=Point}";"";
"Шереметьевская (проход 6)";"nested data";"Вход-выход";"нет";"";"";"55.983994";"37.498562";"";"действует";"2696708643";"{coordinates=[37.498562, 55.983994], type=Point}";"";
"Силикатная (проход 3)";"nested data";"Вход-выход";"нет";"";"";"55.471482";"37.555779";"";"действует";"2696708944";"{coordinates=[37.555779, 55.471482], type=Point}";"";
"Калитники (проход 1) (Б)";"nested data";"Вход-выход";"да";"Юго-Восточный административный округ";"Нижегородский район";"55.734218";"37.701756";"";"действует";"2696709003";"{coordinates=[37.701756, 55.734218], type=Point}";"";
"Калитники (проход 2) (Б)";"nested data";"Вход-выход";"да";"Юго-Восточный административный округ";"Нижегородский район";"55.734321";"37.702041";"";"действует";"2696709006";"{coordinates=[37.702041, 55.734321], type=Point}";"";
"Зеленоград - Крюково (проход 1)";"nested data";"Вход-выход";"да";"Зеленоградский административный округ";"район Крюково";"55.980361";"37.172539";"";"действует";"2696709315";"{coordinates=[37.172539, 55.980361], type=Point}";"";
"Зеленоград - Крюково (проход 2)";"nested data";"Вход-выход";"да";"Зеленоградский административный округ";"район Крюково";"55.980286";"37.172631";"";"действует";"2696709332";"{coordinates=[37.172631, 55.980286], type=Point}";"";
"Зеленоград - Крюково (проход 3)";"nested data";"Вход-выход";"да";"Зеленоградский административный округ";"район Крюково";"55.979655";"37.171663";"";"действует";"2696709341";"{coordinates=[37.171663, 55.979655], type=Point}";"";
"Зеленоград - Крюково (проход 5)";"nested data";"Вход-выход";"да";"Зеленоградский административный округ";"район Крюково";"55.979928";"37.173219";"";"действует";"2696709351";"{coordinates=[37.173219, 55.979928], type=Point}";"";
"Зеленоград - Крюково (проход 6)";"nested data";"Вход-выход";"да";"Зеленоградский административный округ";"район Крюково";"55.980095";"37.172933";"";"действует";"2696709367";"{coordinates=[37.172933, 55.980095], type=Point}";"";
"Царицыно (проход 11)";"nested data";"Вход-выход";"да";"Южный административный округ";"район Царицыно";"55.618356";"37.668614";"";"действует";"2696710021";"{coordinates=[37.668614, 55.618356], type=Point}";"";
"Сходня (проход 3)";"nested data";"Вход-выход";"нет";"";"";"55.950188";"37.297741";"";"действует";"2696710035";"{coordinates=[37.297741, 55.950188], type=Point}";"";
"Петровско-Разумовская (проход 7) (Б)";"nested data";"Вход-выход";"да";"Северный административный округ";"Тимирязевский район";"55.839799";"37.568992";"";"действует";"2696710058";"{coordinates=[37.568992, 55.839799], type=Point}";"";
"Сортировочная (проход 4)";"nested data";"Вход-выход";"да";"Юго-Восточный административный округ";"район Лефортово";"55.763845";"37.720553";"";"действует";"2696710082";"{coordinates=[37.720553, 55.763845], type=Point}";"";
"Люберцы (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.682003";"37.898402";"";"действует";"2696710106";"{coordinates=[37.898402, 55.682003], type=Point}";"";
"Люберцы (проход 3)";"nested data";"Вход-выход";"нет";"";"";"55.682271";"37.897921";"";"действует";"2696710107";"{coordinates=[37.897921, 55.682271], type=Point}";"";
"Быково (проход 3)";"nested data";"Вход-выход";"нет";"";"";"55.625843";"38.073129";"";"действует";"2696710110";"{coordinates=[38.073129, 55.625843], type=Point}";"";
"Быково (проход 4)";"nested data";"Вход-выход";"нет";"";"";"55.625988";"38.072641";"";"действует";"2696710116";"{coordinates=[38.072641, 55.625988], type=Point}";"";
"Ипподром (проход 2)";"nested data";"Вход-выход";"нет";"";"";"55.560052";"38.241299";"";"действует";"2696710118";"{coordinates=[38.241299, 55.560052], type=Point}";"";
"Санино (проход 3)";"nested data";"Вход-выход";"да";"Новомосковский административный округ";"район Внуково";"55.584782";"37.142028";"";"действует";"2696710122";"{coordinates=[37.142028, 55.584782], type=Point}";"";
"Санино (проход 4)";"nested data";"Вход-выход";"да";"Новомосковский административный округ";"район Внуково";"55.585324";"37.141466";"";"действует";"2696710124";"{coordinates=[37.141466, 55.585324], type=Point}";"";
"Солнечная (проход 3)";"nested data";"Вход-выход";"да";"Западный административный округ";"район Солнцево";"55.656602";"37.384801";"";"действует";"2696710139";"{coordinates=[37.384801, 55.656602], type=Point}";"";
"Белорусская (проход 1) (Б)";"nested data";"Вход-выход";"да";"Центральный административный округ";"Тверской район";"55.776541";"37.581890";"";"действует";"2696710242";"{coordinates=[37.58189, 55.776541], type=Point}";"";
"Белорусская (проход 2) (Б)";"nested data";"Вход-выход";"да";"Центральный административный округ";"Тверской район";"55.776874";"37.581719";"";"действует";"2696710245";"{coordinates=[37.581719, 55.776874], type=Point}";"";
"Савёловская (проход 5)";"nested data";"Вход-выход";"да";"Северо-Восточный административный округ";"Бутырский район";"55.794584";"37.588955";"";"действует";"2696710288";"{coordinates=[37.588955, 55.794584], type=Point}";"";
"Курская (проход 5)";"nested data";"Вход-выход";"да";"Центральный административный округ";"Басманный район";"55.758704";"37.660939";"";"действует";"2696710380";"{coordinates=[37.660939, 55.758704], type=Point}";"";
